Date;Time:;Location:;AC        Type:;Operator:;Route:;cn / ln:;Flight #:;Is_military;Military country;Aboard_all;Aboard_passengers;Fatalities_all;Fatalities_passengers;Ground:;Registration:;Summary:
15.02.2009;19:15:00;Chanco, Chile;Bell UH-1H;Flight Service;;;;No;;13;12;13;12;0;CC-CBW;The helicopter was carrying firemen to a nearby forest fire when it crashed into a fog shrouded mountain killing all aboard.
03.11.1977;;San Cristobal de las Casas, Mexico;Britten-Norman BN-2A-8 Trislander;Servicios Aereos Martinez Leon;Palenque - San Cristobal de las Casas;0388;;No;;13;12;13;12;0;XA-FUA;Exploded, crashed and burned on approach.
19.08.1969;17:00:00;Near Long Tieng, Laos;Pilatus Pc-6C;Air America;Long Tieng, Laos - Sam Thong, Laos;596;;No;;13;12;13;12;0;N196X;The plane crashed into a hillside as it was about to come in for a landing and after the pilot was shot.
16.01.1949;;Near Srinagar, India;Douglas DC-3;Dalmia Jain Airways;;14145/25590;;No;;13;4;13;4;0;VT-CDZ;Crashed en route.
03.06.2019;13:00:00;Near Lipo, India;Antonov AN-32;Military - Indian Air Force;Jorhat-Rowriah - Mechuka;1009;;Yes; Indian Air Force;13;5;13;5;0;K2752;Crashed about 34km WNW of Mechuka.
11.08.1998;;Saurimo, Angola;Antonov AN-12BP;ALADA;;8345601;;No;;13;6;1;0;0;D2-FAZ;Blew a tire while landing causing the plane to to run off the runway and crash.
08.06.2009;;State of Arunachal Pradesh, India;Antonov AN-32;Military - Indian Air Force;Mechuka - Jorhat;;;Yes; Indian Air Force;13;6;13;6;0;;The military transport went missing while en route and might have crashed due to heavy rain in the mountainous region.
16.02.1986;18:50:00;Off Makung, Taiwan;Boeing B-737-281;China Airlines (Taiwan);Taipei - Makung;20226/168;;No;;13;6;13;6;0;B-1870;The aircraft crashed into the sea during an attempted go-around after a missed landing attempt due to a burst nose gear tire.
09.10.1992;;Mogadiscio, Somalia;Antonov 32;Kiev Production Association;;2905;;No;;13;7;1;0;0;CCCP-48088;The cargo plane veered off the runway and crashed while attempting to land at night with just the headlights of several trucks.
11.11.1998;11:22:00;Near Krasnoyarsk, Russia;Antonov AN-12;Sakha Airlines;Krasnoyarsk - Mirny;08345506;;No;;13;7;13;7;0;RA-12955;The aircraft, carrying freight and seven passengers, crashed and burned, 25 km from Krasnoyarsk, 4 minutes after taking off in a snowstorm. Icing.
24.02.1994;11:16:00;Nalchik, Russia;Antonov AN-12V;North Western Air Transport;Volgograd - Nalchik;013480002;SP9045;No;;13;7;13;7;0;RA-11118;While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer.
16.09.1991;19:21:00;Petropavlosk, USSR;Antonov AN-72;Aeroflot;Lensk - Omsk;SU002;;No;;13;7;13;7;0;CCCP-74002;The cargo plane struck trees, crashed and caught fire on takeoff. Overloaded
10.08.1963;16:36:00;Cape Desolation, Greenland;Catalina Flying Boat;Danish Air Force;Narsarsuaq - Grønnedal,;;;No;;13;7;13;7;0;L-865;While cruising in foggy conditions the seaplane struck the slope of a mountain and was destroyed upon impact. The wreckage was found few hours later a region of desolation.
17.05.1962;;Near Nairobi, Kenya;Lockheed C-130A Hercules;Military - U.S. Air Force;Tripoli - Nairobi;3154;;Yes; U.S. Air Force;13;7;13;7;0;56-0546;Struck a mountain in poor weather conditons.
12.11.1980;23:53:00;Near Cairo, Egypt;Lockheed C-141A;Military - U.S. Air Force;Ramstein AB - Cairo;6281;;Yes; U.S. Air Force;13;7;13;7;0;67-0030;Descended at an excessive sink rate at a banked angle until it crashed to the ground as it prepared to land at Cairo Airport.
20.05.1958;11:29:00;Brunswick, Maryland;Vickers Viscount 745D / T-33A;Capital Airlines / Military - Air National Guard;Pittsburgh - Baltimore;108;300;Yes; Air National Guard;13;7;12;7;0;N7410/53-5966;Midair collision at 8,000 ft., four miles ENE of Brunswick. Failure of the T-33A pilot to exercise a proper see and avoid procedure to avoid other traffic. One of two aboard the T-33 ejected safely, all aboard the Viscount were killed.
16.04.2008;14:23:00;Off Annobon Island, Equatorial Guinea;Antonov AN-32B;Military - Government of Equatorial Guinea;Bata - Annobon Island;1609;;Yes; Government of Equatorial Guinea;13;8;13;8;0;3C-5GE;Crashed into the ocean after skidding off the runway in high winds and heavy rain.
28.05.1985;;Cabimas, Venezuela;Convair CV-580;Avensa;Cabimas - Caracas;157;;No;;13;8;2;0;0;YV-84C;The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made.
29.06.1972;09:37:00;Appleton, Wisconsin;Convair CV-580/De Hav. Twin Otter 100;North Central Airlines / Air Wisconsin;Chicago, IL - Appleton, WI - Sheboygan, WI;083 / 013;290 / 671;No;;13;8;13;8;0;N90858/N4043B;Both aircraft were proceeding under VFR getting ready to land when there was a midair collision. Both aircraft crashed into Lake Winnebago and sank. The failure of both flightcrews to detect visually the other aircraft in sufficient time to initiate evasive action.
24.09.1972;;Near Ben Cat, South Vietnam;Douglas C-54D-1-DC;Air Vietnam (South Vietnam);Vientiane - Saigon;10588;;No;;13;8;10;6;0;XV-NUH;Crashed 23 miles from Saigon while attempting an emergency landing.
31.12.1948;17:52:00;Mt. Argentari, Italy;Douglas DC-3;Pan African Air Charter;Athens - Rome - Nice;12587;;No;;13;8;13;8;0;ZS-BYX;Crashed into Mt. Arbetello in poor visibility. Poor visibility and geographical features made recognition of terrain difficult and likely mislead the pilot into believing he was out at sea.
15.05.1948;07:20:00;Vrede, South Africa;Douglas DC-3-455;Mercury Aviation;Durban - Johannesburg - London;6341;;No;;13;8;13;8;0;ZS-BWY;"Crashed into Spitzkop mountain after drifting off course in poor weather. The aircraft was named ""Miss France."""
09.05.1991;02:37:00;Sulawesi, Indonesia;Fokker F-27 Friendship 600;Merpati Nusantara Airlines;Ambon - Ternate - Manado;10399;7533;No;;13;8;13;8;0;PK-MFD;Crashed into Mt. Klabat in heavy fog while descending for a landing.
29.05.1961;14:36:00;Singapore;Handley Page Hastings C-2;Military - Royal Air Force;Traing;125;;Yes; Royal Air Force;13;8;13;8;0;WD497;Lost an engine, stalled and crashed.
18.02.1964;15:40:00;Banihal Pass, India;Ilyushin IL-14;Military - Indian Air Force;Srinagar - Udhampur;;;Yes; Indian Air Force;13;8;13;8;0;;Crashed into a mountain while en route.
14.06.1957;23:10:00;Near Moscow, Russia;Ilyushin P-14;Lot Polish Airlines;Warsaw - Moscow;6341407;232;No;;13;8;9;5;0;SP-LNF;The aircraft descended below safe altitude and struck the ground in rain and poor visibility. The crew's application of an approach procedure other than that prescribed by the airport authority.
03.12.2016;11:22:00;Near Tanjung Pinanga, Indonesia;M28 Skytruck;Indonesian Police;Pangkal Pinang - Batam Island;;;No;;13;8;13;8;0;P-4201;The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight.
18.03.1998;19:31:00;Off Hsinchu, Taiwan;Saab340B;Formosa Airlines;Hsinchu - Kao Hsiung;340B-377;7623;No;;13;8;13;8;0;B-12255;The aircraft crashed in the sea, 11 km off Hsinchu, shortly after taking off from Hsinchu. Instrument failure and loss of power in the aircraft's right engine in turbulence.
21.01.1939;12:30:00;Atlantic Ocean between N.Y. and Bermuda;Short S-23 (flying boat);Imperial Airways;New York City - Bermuda;S-812;;No;;13;8;3;2;0;G-ADUU;"While en route, the aircraft ditched, broke in two  and sank in the Atlantic Ocean, 285 miles SE of Long Island New York. Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing. The aircraft was named ""Cavalier."""
29.03.1953;;Mtara, Tanganyika;Vickers 616 Viking 1B;Central African Airways;Nairobi - Dar-es-Salaam;168;;No;;13;8;13;8;0;VP-YEY;Crashed after a wing failed due to metal fatigue cracks after the aircraft encountered strong winds. A wrong type of grease used when fitting press fit bolts to the booms caused corrosion, thus weakening the lower starboard boom at the outboard bolt hole.
18.05.2005;13:27:00;Mongu, Zambia;Yunshuji Y-12;Military - Zambia Air Force;Lusaka - Livingstone - Mongu - Lusaka;0089;;Yes; Zambia Air Force;13;8;13;8;0;AF-216;The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.
15.01.1979;13:05:00;Minsk, Russia;Antonov AN-24N;Aeroflot;Tallinn - Minsk;67302207;7502;No;;13;9;13;8;0;CCCP46807;The pilot switched off the de-icing system too early during the approach through clouds in icing conditions  which resulted in the aircraft losing longitudinal stability and pitching over and crashed.
18.10.1965;16:30:00;Near Hanoi, Vietnam;Boeing 307 Stratoliner B-1;International Control Commision;Vientiane - Hanoi;1996;;No;;13;9;13;9;0;F-BELV;Shot down by communist ground fire.
05.02.1955;10:04:00;Near Calabar, Nigeria;Bristol 170 Freighter 21E;West African Airways;Enugu - Calabar;12779;;No;;13;9;13;9;0;VR-NAD;Crashed shortly after taking off after a wing failed. A design flaw in the wing led to fatigue cracks and wing failure.
27.11.1965;07:15:00;Salt Lake City , Utah;Douglas C-53-DO (DC-3A);Edde Airlines;Salt Lake - Albuquerque;4848;65/75;No;;13;9;13;9;0;N485;Crashed into a hill 22 miles south of Salt Lake City after taking off in snow and poor visibility. The track was aboout 1 mile east of Pass Through mountain. Judgment of the pilot in command in initiating a VFR flight under existing weather conditions and terrain environment.
20.07.1935;12:30:00;Pian Giacomo, Switzerland;Douglas DC-2;KLM Royal Dutch Airlines;Milan - Frankfort - Amsterdam;1335;;No;;13;9;13;9;0;PH-AKG;Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end. Icing condtions,.
26.08.1955;08:00:00;Caparao Mountain, Brazil;Douglas DC-3;Cruzeiro;Rio de Janeiro - Caravelas;11692;;No;;13;9;13;9;0;PP-CBY;Hit Caparao Mountain while en route, 1 hour after taking off.  Failure to follow flight plan.
28.04.1960;08:22:00;Near Calabozo, Venezuela;Douglas DC-3;Linea Aeropostal Venezolana;Maiquetia - Calabozo;15353/26798;;No;;13;9;13;9;0;YV-C-AFE;The aircraft crashed after an explosion aboard. Detonation of a hand-grenade brought aboard by a Russian immigrant. The explosion occurred after the captain tried to disarm the man.
08.09.1951;19:00:00;Sao Paulo, Brazil;Douglas DC-3;VASP;Sao Paulo - Rio de Janeiro;1559/27036;;No;;13;9;13;9;3;PP-SPQ;Crashed into a houses shortly after taking off from Congonhas Airport. Failure of several instruments.
10.03.1948;22:58:00;Chicago, Illinois;Douglas DC-4;Delta Air Lines;Chicago - Miami;18390;700;No;;13;9;12;8;0;NC37478;During takeoff, the aircraft went into a near vertical climb to an altitude of 500 - 800 feet, stalled and crashed.  Loss of longitudinal control of the airplane for reasons undetermined.
25.03.1951;04:42:00;Irkutsk, Russia;Lisunov LI-2;Aeroflot;Irkutsk - Chita - Yakutsk;184 341 04;;No;;13;9;12;8;0;CCCP-L4790;The third cylinder of the right engine failed in flight, causing the engine to catch fire. With one engine inoperative and flying in icing conditions and turbulence, the aircraft was unable to maintain height, hit trees and crashed.
31.12.1935;19:15:00;Off Alexandria, Egypt;Short S-8 Calcutta flying boat;Imperial Airways;London - Brindisi - Mirabella - Alexandria;S-752;;No;;13;9;12;9;0;G-AASJ;"The aircraft ran out of fuel and crashed off Alexandria. The plane was named ""The City of Khartoum."""
20.04.1967;01:13:00;Near Nicosia, Cyprus;Bristol Britannia 175;Globe Air;Bombay - Cairo;13232;;No;;130;120;126;117;0;HB-ITB;The flight crashed while making a second landing attempt. Misjudgement by the pilot during approach. Both pilots exceeded their duty time by 3 hours at the time of the crash. The first officer had less than 50 hours flying time in a Britannia.
16.09.2007;15:35:00;Phuket, Thailand;McDonnell Douglas MD-82;One-Two-Go Airlines;Bangkok - Phuket;49183/1129;269;No;;130;123;90;85;0;HS-OMG;While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal.
08.11.1983;15:20:00;Lubango, Huila, Angola;Boeing B-737-200;TAAG Angola Airlines;Lubango - Luanda;22775;;No;;130;126;130;126;0;D2-TBN;The airliner crashed immediately after takeoff.  Shot down by rebels with a surface to air missile.
07.08.1975;16:11:00;Denver, Colorado;Boeing B-727-224;Continental Airlines;Denver - Wichita;19798/608;426;No;;131;124;0;0;0;N88777;The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight.
19.04.2000;07:02:00;Samal Island, Philippines;Boeing B-737-2H4;Air Philippines;Manila - Davao;21447/508;541;No;;131;124;131;124;0;RP-C3010;The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.
16.08.2010;01:49:00;San Andreas Island, Colombia;Boeing B-737-73V;AIRES Colombia;Bogota - San Andreas Island;32416/1270;;No;;131;125;2;2;0;HK-4882;The airliner crashed onto the runway and broke in two during a major storm. One hundred twenty four people were injured. One passenger died of a heart attack and a 11- year-old girl died later of head injuries. Execution of the flight below the angle of approach, due to a misjudgment of the crew, believing to be much higher, leading the aircraft to fly a typical trajectory of a 'black hole' illusion, which was experienced during the night-time approach to a runway with low contrast surrounded in bright focused lights, aggravated by bad weather of heavy rain.
